vin_#,brand,model,model_year,series,segment,bodystyle,month_sold,day_sold,year_sold,sold_date,quarter,sales_volume,drive_configuration,engine,transmission,trim,color,seats,package,moonroof,parking_assist,remote_start,keyless_entry_keypad,premium_radio,power_mirror,moonroof_cost,parking_assist_cost,remote_start_cost,keyless_entry_keypad_cost,premium_radio_cost,power_mirror_cost,region,country_of_sale,days_on_lot,sales_channel_l1,sales_channel_l2,sales_channel_l3,marketing_campaign,gross_sales,variable_marketing,net_sales,labor,tooling,materials,option_costs,package_costs,freight,overhead,warranty,engineering,depreciation,total_variable_cost,contribution_margin,total_fixed_cost,tariffs,net_revenue,after_tax,sales_date
1ABCD5E34FG466581,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,5.0,15.0,2016.0,5/15/16,Q2,1.0,FWD,v7 Gas,5 Speed Auto,Luxury,Blue,Leather,Handling Package,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,710.0,0.0,South America,Chile,114,Fleet,Commercial Accounts,Cash,Special Leases,38559.0,2138.0,36420.0,3839.0,4189.0,12216.0,1260.0,1270.0,2443.0,3141.0,3490.0,4189.0,1396.0,27661.0,8759.0,9773.0,1045.0,-1014.0,-2059.0,2016-05-15
1ABCD5E34FG466555,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,9.0,12.0,2016.0,9/12/16,Q3,1.0,RWD,v9 Gas,6 Speed Auto,Special Edition,Blue,Vinyl,Handling Package,0,1.0,0,0.0,1.0,0.0,0.0,870.0,0.0,0.0,710.0,0.0,South America,Venezuela,160,Fleet,Commercial Accounts,Cash,Low-Interest Financing,37160.0,1326.0,35834.0,3846.0,4196.0,12238.0,1580.0,1270.0,2448.0,3147.0,3497.0,4196.0,1399.0,28026.0,7808.0,9791.0,4099.0,-1983.0,-6082.0,2016-09-12
1ABCD5E34FG466507,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,6.0,27.0,2016.0,6/27/16,Q2,1.0,AWD,v9 Turbo,6 Speed Manual,Special Edition,Black,Leather,Technology Package,0,0.0,1,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,South America,Brazil,161,Fleet,Commercial Accounts,Cash,Segment and Misc Incentives,39427.0,1288.0,38139.0,4039.0,4406.0,12850.0,975.0,1795.0,2570.0,3304.0,3671.0,4406.0,1469.0,29204.0,8935.0,10280.0,5417.0,-1345.0,-6762.0,2016-06-27
1ABCD5E34FG466457,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,6.0,3.0,2016.0,6/3/16,Q2,1.0,AWD,v9 Diesel,5 Speed Manual,Luxury,Silver,Leather,Interior Package,0,0.0,1,1.0,0.0,0.0,0.0,0.0,425.0,640.0,0.0,0.0,South America,Bolivia,192,Fleet,Commercial Accounts,Leasing,Dealer Cash Incentives,36407.0,1353.0,35054.0,3837.0,4186.0,12208.0,2035.0,1649.0,2442.0,3139.0,3488.0,4186.0,1395.0,28798.0,6257.0,9766.0,3655.0,-3510.0,-7165.0,2016-06-03
1ABCD5E34FG466502,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,2.0,13.0,2016.0,2/13/16,Q1,1.0,RWD,v7 Turbo,6 Speed Auto,Special Edition,White,Leather,Parking Technology Package,1,0.0,1,0.0,1.0,0.0,825.0,0.0,425.0,0.0,710.0,0.0,South America,Argentina,209,Fleet,Commercial Accounts,Cash,Segment and Misc Incentives,39519.0,2324.0,37195.0,3839.0,4188.0,12216.0,2880.0,1020.0,2443.0,3141.0,3490.0,4188.0,1396.0,29029.0,8166.0,9772.0,3177.0,-1607.0,-4784.0,2016-02-13
1ABCD5E34FG466680,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,9.0,12.0,2016.0,9/12/16,Q3,1.0,FWD,v7 Gas,5 Speed Auto,Luxury,Silver,Leather,Handling Package,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,710.0,0.0,South America,Bolivia,210,Fleet,Commercial Accounts,Leasing,Special Leases,38559.0,2138.0,36420.0,3839.0,4189.0,12216.0,1260.0,1270.0,2443.0,3141.0,3490.0,4189.0,1396.0,27661.0,8759.0,9773.0,0.0,-1014.0,-1014.0,2016-09-12
1ABCD5E34FG466517,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,12.0,5.0,2016.0,12/5/16,Q4,1.0,RWD,v9 Gas,6 Speed Auto,Special Edition,Champagne,Vinyl,Handling Package,0,1.0,0,0.0,1.0,0.0,0.0,870.0,0.0,0.0,710.0,0.0,South America,Venezuela,212,Fleet,Commercial Accounts,Cash,Low-Interest Financing,37569.0,1341.0,36228.0,3889.0,4242.0,12373.0,1580.0,1270.0,2475.0,3182.0,3535.0,4242.0,1414.0,28303.0,7925.0,9898.0,4144.0,-1974.0,-6117.0,2016-12-05
1ABCD5E34FG466642,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,3.0,29.0,2016.0,3/29/16,Q1,1.0,AWD,v7 Supercharged,5 Speed Manual,Luxury,White,Leather,Technology Package,1,0.0,0,0.0,1.0,1.0,825.0,0.0,0.0,0.0,710.0,370.0,South America,Chile,224,Fleet,Commercial Accounts,Financing,Segment and Misc Incentives,39177.0,2392.0,36785.0,3922.0,4278.0,12478.0,2875.0,1795.0,2496.0,3209.0,3565.0,4278.0,1426.0,30339.0,6447.0,9982.0,1062.0,-3536.0,-4597.0,2016-03-29
1ABCD5E34FG466454,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,8.0,20.0,2016.0,8/20/16,Q3,1.0,FWD,v9 Supercharged,6 Speed Auto,Special Edition,White,Vinyl,Handling Package,1,1.0,0,0.0,0.0,0.0,825.0,870.0,0.0,0.0,0.0,0.0,South America,Venezuela,228,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,38512.0,1644.0,36868.0,4029.0,4396.0,12821.0,1695.0,1270.0,2564.0,3297.0,3663.0,4396.0,1465.0,29340.0,7528.0,10257.0,4248.0,-2728.0,-6976.0,2016-08-20
1ABCD5E34FG466506,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,4.0,22.0,2016.0,4/22/16,Q2,1.0,AWD,v7 Gas,6 Speed Manual,Luxury,Champagne,Vinyl,Interior Package,0,1.0,1,1.0,0.0,0.0,0.0,870.0,425.0,640.0,0.0,0.0,North America,Canada,238,Fleet,Commercial Accounts,Financing,Low-Interest Financing,39427.0,1288.0,38139.0,4039.0,4406.0,12850.0,1935.0,1649.0,2570.0,3304.0,3671.0,4406.0,1469.0,30018.0,8121.0,10280.0,1001.0,-2159.0,-3160.0,2016-04-22
1ABCD5E34FG466438,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,3.0,10.0,2016.0,3/10/16,Q1,1.0,FWD,v9 Gas,6 Speed Auto,Luxury,White,Vinyl,Handling Package,1,0.0,0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,Europe,France,262,Fleet,Commercial Accounts,Cash,Segment and Misc Incentives,40033.0,4149.0,35883.0,3837.0,4186.0,12208.0,1795.0,1270.0,2442.0,3139.0,3488.0,4186.0,1395.0,28178.0,7705.0,9766.0,4900.0,-2061.0,-6961.0,2016-03-10
1ABCD5E34FG466641,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,3.0,29.0,2016.0,3/29/16,Q1,1.0,FWD,v9 Gas,6 Speed Auto,Luxury,Blue,Vinyl,Handling Package,0,1.0,0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,0.0,0.0,South America,Argentina,279,Fleet,Commercial Accounts,Cash,Segment and Misc Incentives,37289.0,3303.0,33986.0,4081.0,4452.0,12986.0,870.0,1270.0,2597.0,3339.0,3710.0,4452.0,1484.0,28855.0,5131.0,10389.0,4691.0,-5258.0,-9949.0,2016-03-29
1ABCD5E34FG466583,Apechete,Pebble,2015.0,B2,Mid-Size Luxury,Sedan,2.0,11.0,2016.0,2/11/16,Q1,1.0,RWD,v9 Gas,6 Speed Auto,Special Edition,Silver,Vinyl,Handling Package,0,1.0,0,0.0,1.0,0.0,0.0,870.0,0.0,0.0,710.0,0.0,South America,Argentina,286,Fleet,Commercial Accounts,Cash,Low-Interest Financing,37160.0,1326.0,35834.0,3846.0,4196.0,12238.0,1580.0,1270.0,2448.0,3147.0,3497.0,4196.0,1399.0,28026.0,7808.0,9791.0,2988.0,-1983.0,-4971.0,2016-02-11
1ABCD4E34FG630197,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,1.0,17.0,2016.0,1/17/16,Q1,1.0,4WD,v7 Turbo,5 Speed Auto,Special Edition,White,Cloth,Handling Package,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,USA,19,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,21465.0,3045.0,18419.0,1653.0,1803.0,5259.0,970.0,1020.0,1052.0,1352.0,1503.0,1803.0,601.0,12808.0,5611.0,4207.0,586.0,1404.0,818.0,2016-01-17
1ABCD4E34FG630213,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,6.0,3.0,2016.0,6/3/16,Q2,1.0,4WD,v9 Diesel,5 Speed Manual,Luxury,Blue,Cloth,Handling Package,1,1.0,1,0.0,1.0,1.0,825.0,870.0,425.0,0.0,710.0,370.0,North America,USA,21,Fleet,Commercial Accounts,Cash,Segment and Misc Incentives,19191.0,2790.0,16401.0,1710.0,1866.0,5442.0,3620.0,1490.0,1088.0,1399.0,1555.0,1866.0,622.0,16304.0,97.0,4353.0,524.0,-4256.0,-4780.0,2016-06-03
1ABCD4E34FG630277,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,4.0,2.0,2016.0,4/2/16,Q2,1.0,4WD,v9 Supercharged,6 Speed Manual,Base,White,Cloth,Handling Package,1,1.0,1,0.0,1.0,1.0,825.0,870.0,425.0,0.0,710.0,370.0,North America,USA,22,Fleet,Commercial Accounts,Financing,Cash Rebates,21500.0,4760.0,16740.0,1710.0,1866.0,4215.0,3620.0,1270.0,1088.0,1399.0,1612.0,1495.0,622.0,14915.0,1825.0,3982.0,587.0,-2157.0,-2744.0,2016-04-02
1ABCD4E34FG630395,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,7.0,27.0,2016.0,7/27/16,Q3,1.0,4WD,v9 Supercharged,5 Speed Manual,Special Edition,White,Vinyl,Technology Package,1,0.0,0,0.0,1.0,1.0,825.0,0.0,0.0,0.0,710.0,370.0,North America,USA,28,Fleet,Commercial Accounts,Leasing,Dealer Cash Incentives,20182.0,1492.0,18690.0,1554.0,1695.0,4840.0,2455.0,1270.0,1006.0,1056.0,1589.0,2049.0,566.0,13769.0,4921.0,4311.0,551.0,610.0,59.0,2016-07-27
1ABCD2E34FG630309,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,3.0,10.0,2015.0,3/10/15,Q1,1.0,4WD,v7 Diesel,5 Speed Auto,Base,Black,Vinyl,Parking Technology Package,1,0.0,0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,North America,USA,31,Fleet,Commercial Accounts,Cash,Segment and Misc Incentives,20555.0,1407.0,19148.0,1583.0,1727.0,5036.0,825.0,1270.0,1007.0,1295.0,1439.0,1727.0,576.0,12455.0,6693.0,4029.0,561.0,2665.0,2103.0,2015-03-10
1ABCD4E34FG630105,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,6.0,27.0,2016.0,6/27/16,Q2,1.0,4WD,v9 Supercharged,5 Speed Manual,Special Edition,Black,Cloth,Appearance Package,0,0.0,1,0.0,0.0,1.0,0.0,0.0,425.0,0.0,0.0,370.0,North America,USA,35,Fleet,Commercial Accounts,Financing,Segment and Misc Incentives,18945.0,1340.0,17605.0,1582.0,1726.0,4439.0,795.0,1490.0,1007.0,1295.0,1612.0,1430.0,575.0,12220.0,5385.0,3731.0,517.0,1654.0,1137.0,2016-06-27
1ABCD2E34FG630246,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,5.0,3.0,2015.0,5/3/15,Q2,1.0,AWD,v9 Turbo,6 Speed Manual,Luxury,Gray,Vinyl,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,37,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,20346.0,2875.0,17471.0,1614.0,1761.0,4074.0,2595.0,1020.0,1027.0,1320.0,1561.0,1459.0,587.0,13211.0,4260.0,3806.0,555.0,454.0,-102.0,2015-05-03
1ABCD2E34FG630147,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,5.0,3.0,2015.0,5/3/15,Q2,1.0,AWD,v9 Turbo,6 Speed Manual,Luxury,Gray,Vinyl,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,37,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,20346.0,2875.0,17471.0,1614.0,1761.0,4074.0,2595.0,1020.0,1027.0,1320.0,1561.0,1459.0,587.0,13211.0,4260.0,3806.0,555.0,454.0,-102.0,2015-05-03
1ABCD2E34FG630354,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,5.0,3.0,2015.0,5/3/15,Q2,1.0,AWD,v9 Turbo,6 Speed Manual,Luxury,Gray,Vinyl,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,37,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,20346.0,2875.0,17471.0,1614.0,1761.0,4074.0,2595.0,1020.0,1027.0,1320.0,1561.0,1459.0,587.0,13211.0,4260.0,3806.0,555.0,454.0,-102.0,2015-05-03
1ABCD2E34FG630212,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,5.0,3.0,2015.0,5/3/15,Q2,1.0,AWD,v9 Turbo,6 Speed Manual,Luxury,Gray,Vinyl,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,37,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,20346.0,2875.0,17471.0,1614.0,1761.0,4074.0,2595.0,1020.0,1027.0,1320.0,1561.0,1459.0,587.0,13211.0,4260.0,3806.0,555.0,454.0,-102.0,2015-05-03
1ABCD2E34FG630316,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,5.0,3.0,2015.0,5/3/15,Q2,1.0,AWD,v9 Turbo,6 Speed Manual,Luxury,Gray,Vinyl,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,37,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,20346.0,2875.0,17471.0,1614.0,1761.0,4074.0,2595.0,1795.0,1027.0,1320.0,1561.0,1459.0,587.0,13986.0,3485.0,3806.0,555.0,-321.0,-877.0,2015-05-03
1ABCD2E34FG630343,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,5.0,3.0,2015.0,5/3/15,Q2,1.0,AWD,v9 Turbo,6 Speed Manual,Luxury,Gray,Vinyl,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,37,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,20346.0,2875.0,17471.0,1614.0,1761.0,4074.0,2595.0,1020.0,1027.0,1320.0,1561.0,1459.0,587.0,13211.0,4260.0,3806.0,555.0,454.0,-102.0,2015-05-03
1ABCD2E34FG630149,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,5.0,3.0,2015.0,5/3/15,Q2,1.0,AWD,v9 Turbo,6 Speed Manual,Luxury,Gray,Vinyl,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,37,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,20346.0,2875.0,17471.0,1614.0,1761.0,4074.0,2595.0,1795.0,1027.0,1320.0,1561.0,1459.0,587.0,13986.0,3485.0,3806.0,555.0,-321.0,-877.0,2015-05-03
1ABCD2E34FG630338,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,5.0,3.0,2015.0,5/3/15,Q2,1.0,AWD,v9 Turbo,6 Speed Manual,Luxury,Gray,Vinyl,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,37,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,20346.0,2875.0,17471.0,1614.0,1761.0,4074.0,2595.0,1795.0,1027.0,1320.0,1561.0,1459.0,587.0,13986.0,3485.0,3806.0,555.0,-321.0,-877.0,2015-05-03
1ABCD2E34FG630468,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,11.0,4.0,2015.0,11/4/15,Q4,1.0,AWD,v9 Turbo,6 Speed Manual,Luxury,Gray,Vinyl,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,37,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,21017.0,2970.0,18048.0,1667.0,1819.0,4208.0,2595.0,1020.0,1061.0,1364.0,1612.0,1507.0,606.0,13528.0,4520.0,3932.0,574.0,588.0,14.0,2015-11-04
1ABCD2E34FG630558,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,12.0,12.0,2015.0,12/12/15,Q4,1.0,AWD,v9 Turbo,6 Speed Manual,Luxury,Gray,Vinyl,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,37,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,21017.0,2970.0,18048.0,1667.0,1819.0,4208.0,2595.0,1020.0,1061.0,1364.0,1612.0,1507.0,606.0,13528.0,4520.0,3932.0,574.0,588.0,14.0,2015-12-12
1ABCD2E34FG630197,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,1.0,17.0,2015.0,1/17/15,Q1,1.0,4WD,v7 Turbo,5 Speed Auto,Special Edition,Champagne,Cloth,Handling Package,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,USA,38,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,20779.0,2948.0,17831.0,1600.0,1745.0,5091.0,970.0,1110.0,1018.0,1309.0,1455.0,1745.0,582.0,12553.0,5278.0,4073.0,567.0,1206.0,638.0,2015-01-17
1ABCD4E34FG630309,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,3.0,10.0,2016.0,3/10/16,Q1,1.0,4WD,v7 Diesel,5 Speed Auto,Base,Champagne,Vinyl,Parking Technology Package,1,0.0,0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,North America,USA,43,Fleet,Commercial Accounts,Cash,Segment and Misc Incentives,21233.0,1453.0,19780.0,1635.0,1784.0,5202.0,825.0,1020.0,1040.0,1338.0,1486.0,1784.0,595.0,12547.0,7233.0,4162.0,580.0,3072.0,2492.0,2016-03-10
1ABCD4E34FG630336,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,2.0,11.0,2016.0,2/11/16,Q1,1.0,4WD,v9 Turbo,5 Speed Auto,Luxury,Gray,Cloth,Appearance Package,0,1.0,1,0.0,1.0,0.0,0.0,870.0,425.0,0.0,710.0,0.0,North America,USA,47,Fleet,Commercial Accounts,Financing,Cash Rebates,19423.0,5016.0,14407.0,1496.0,1632.0,4759.0,2975.0,1795.0,952.0,1224.0,1360.0,1632.0,544.0,14559.0,-152.0,3807.0,530.0,-3959.0,-4489.0,2016-02-11
1ABCD4E34FG630678,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,10.0,5.0,2016.0,10/5/16,Q4,1.0,4WD,v9 Supercharged,5 Speed Manual,Special Edition,Blue,Vinyl,Technology Package,1,0.0,0,0.0,1.0,1.0,825.0,0.0,0.0,0.0,710.0,370.0,North America,USA,49,Fleet,Commercial Accounts,Leasing,Dealer Cash Incentives,20848.0,1541.0,19307.0,1605.0,1751.0,4999.0,2455.0,1567.0,1039.0,1091.0,1641.0,2117.0,585.0,14398.0,4909.0,4453.0,569.0,456.0,-113.0,2016-10-05
1ABCD2E34FG630184,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,2.0,23.0,2015.0,2/23/15,Q1,1.0,4WD,v9 Diesel,5 Speed Manual,Luxury,White,Cloth,Handling Package,1,1.0,1,0.0,1.0,1.0,825.0,870.0,425.0,0.0,710.0,370.0,North America,USA,63,Fleet,Commercial Accounts,Cash,Segment and Misc Incentives,18578.0,2701.0,15877.0,1656.0,1806.0,5268.0,3620.0,1795.0,1054.0,1355.0,1505.0,1806.0,602.0,16252.0,-375.0,4214.0,507.0,-4589.0,-5096.0,2015-02-23
1ABCD4E34FG630258,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,8.0,20.0,2016.0,8/20/16,Q3,1.0,AWD,v7 Turbo,6 Speed Manual,Special Edition,White,Leather,Appearance Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,North America,USA,71,Fleet,Commercial Accounts,Cash,Low-Interest Financing,22208.0,2598.0,19610.0,1710.0,1866.0,4762.0,1630.0,1270.0,965.0,1134.0,1809.0,1961.0,557.0,13280.0,6330.0,4383.0,606.0,1948.0,1341.0,2016-08-20
1ABCD4E34FG630184,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,2.0,23.0,2016.0,2/23/16,Q1,1.0,4WD,v9 Diesel,5 Speed Manual,Luxury,Blue,Cloth,Handling Package,1,1.0,1,0.0,1.0,1.0,825.0,870.0,425.0,0.0,710.0,370.0,North America,USA,75,Fleet,Commercial Accounts,Cash,Segment and Misc Incentives,19191.0,2790.0,16401.0,1710.0,1866.0,5442.0,3620.0,1795.0,1088.0,1399.0,1555.0,1866.0,622.0,16609.0,-208.0,4353.0,524.0,-4561.0,-5085.0,2016-02-23
1ABCD4E34FG630316,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,5.0,3.0,2016.0,5/3/16,Q2,1.0,AWD,v9 Turbo,6 Speed Manual,Luxury,Silver,Vinyl,Technology Package,1,0.0,0,1.0,1.0,0.0,825.0,0.0,0.0,640.0,710.0,0.0,North America,USA,75,Fleet,Commercial Accounts,Cash,Low-Interest Financing,21017.0,2970.0,18048.0,1667.0,1819.0,4208.0,2595.0,1020.0,1061.0,1364.0,1612.0,1507.0,606.0,13528.0,4520.0,3932.0,574.0,588.0,14.0,2016-05-03
1ABCD2E34FG630302,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,8.0,20.0,2015.0,8/20/15,Q3,1.0,AWD,v7 Turbo,6 Speed Manual,Special Edition,White,Leather,Appearance Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,North America,USA,83,Fleet,Commercial Accounts,Financing,Low-Interest Financing,21499.0,2515.0,18984.0,1655.0,1806.0,4610.0,1630.0,1490.0,934.0,1098.0,1751.0,1898.0,539.0,13168.0,5816.0,4243.0,587.0,1573.0,986.0,2015-08-20
1ABCD2E34FG630179,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,8.0,20.0,2015.0,8/20/15,Q3,1.0,AWD,v7 Turbo,6 Speed Manual,Special Edition,White,Leather,Appearance Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,North America,USA,83,Fleet,Commercial Accounts,Financing,Low-Interest Financing,21499.0,2515.0,18984.0,1655.0,1806.0,4610.0,1630.0,1490.0,934.0,1098.0,1751.0,1898.0,539.0,13168.0,5816.0,4243.0,587.0,1573.0,986.0,2015-08-20
1ABCD2E34FG630162,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,8.0,20.0,2015.0,8/20/15,Q3,1.0,AWD,v7 Turbo,6 Speed Manual,Special Edition,White,Leather,Appearance Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,North America,USA,83,Fleet,Commercial Accounts,Financing,Low-Interest Financing,21499.0,2515.0,18984.0,1655.0,1806.0,4610.0,1630.0,1490.0,934.0,1098.0,1751.0,1898.0,539.0,13168.0,5816.0,4243.0,587.0,1573.0,986.0,2015-08-20
1ABCD2E34FG630214,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,8.0,20.0,2015.0,8/20/15,Q3,1.0,AWD,v7 Turbo,6 Speed Manual,Special Edition,White,Leather,Appearance Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,North America,USA,83,Fleet,Commercial Accounts,Financing,Low-Interest Financing,21499.0,2515.0,18984.0,1655.0,1806.0,4610.0,1630.0,1490.0,934.0,1098.0,1751.0,1898.0,539.0,13168.0,5816.0,4243.0,587.0,1573.0,986.0,2015-08-20
1ABCD4E34FG630275,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,3.0,29.0,2016.0,3/29/16,Q1,1.0,4WD,v7 Turbo,5 Speed Auto,Base,White,Cloth,Appearance Package,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,370.0,North America,USA,92,Fleet,Commercial Accounts,Leasing,Special Leases,21204.0,2790.0,18414.0,1733.0,1890.0,5513.0,370.0,1270.0,1103.0,1418.0,1575.0,1890.0,630.0,12981.0,5433.0,4411.0,579.0,1022.0,443.0,2016-03-29
1ABCD4E34FG630176,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,7.0,27.0,2016.0,7/27/16,Q3,1.0,4WD,v9 Supercharged,5 Speed Manual,Special Edition,Blue,Vinyl,Technology Package,1,0.0,0,0.0,1.0,1.0,825.0,0.0,0.0,0.0,710.0,370.0,North America,USA,92,Fleet,Commercial Accounts,Leasing,Dealer Cash Incentives,20182.0,1492.0,18690.0,1554.0,1695.0,4840.0,2455.0,1567.0,1006.0,1056.0,1589.0,2049.0,566.0,14066.0,4624.0,4311.0,551.0,313.0,-238.0,2016-07-27
1ABCD4E34FG630380,Tatra,Rambler,2014.0,Ra1,Sports Utility,Crossover,10.0,30.0,2016.0,10/30/16,Q4,1.0,4WD,v9 Supercharged,5 Speed Manual,Special Edition,Black,Vinyl,Technology Package,1,0.0,0,0.0,1.0,1.0,,0.0,,,,,North America,USA,94,Fleet,Commercial Accounts,Financing,Dealer Cash Incentives,20848.0,1541.0,19307.0,1605.0,1751.0,4999.0,,,1039.0,1091.0,1641.0,2117.0,585.0,,,4453.0,569.0,,,2016-10-30
1ABCD2E34FG630228,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,7.0,27.0,2015.0,7/27/15,Q3,1.0,4WD,v9 Supercharged,5 Speed Manual,Special Edition,Blue,Vinyl,Technology Package,1,0.0,0,0.0,1.0,1.0,825.0,0.0,0.0,0.0,710.0,370.0,North America,USA,96,Fleet,Commercial Accounts,Leasing,Dealer Cash Incentives,19537.0,1444.0,18093.0,1504.0,1641.0,4685.0,2455.0,1490.0,974.0,1022.0,1538.0,1984.0,548.0,13668.0,4425.0,4173.0,533.0,252.0,-282.0,2015-07-27
1ABCD2E34FG630176,Tatra,Rambler,2013.0,Ra1,Sports Utility,Crossover,7.0,27.0,2015.0,7/27/15,Q3,1.0,4WD,v9 Supercharged,5 Speed Manual,Special Edition,Blue,Vinyl,Technology Package,1,0.0,0,0.0,1.0,1.0,825.0,0.0,0.0,0.0,710.0,370.0,North America,USA,96,Fleet,Commercial Accounts,Leasing,Dealer Cash Incentives,19537.0,1444.0,18093.0,1504.0,1641.0,4685.0,2455.0,1110.0,974.0,1022.0,1538.0,1984.0,548.0,13288.0,4805.0,4173.0,533.0,632.0,98.0,2015-07-27
